Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Ações_Defensivas_BemSucedidas,Duelos_Defensivos_Ganhos,Duelos_Aéreos_Ganhos,Passes_Longos_Certos,Passes_Frontais_Certos,Passes_Progressivos_Certos,Duelos_Ofensivos_Ganhos,Dribles_BemSucedidos,Corridas_Progressivas,Passes_TerçoFinal_Certos,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
0,Zé Ivaldo,Cruzeiro,Cruzeiro,"RCB, LCB",RCB,4,27,3000000,,8,613,Brazil,Brazil,right,185,78,no,4.99,2.495181000000001,1.76293,5.875072,17.473093,10.573836,2.057406,0.733392,2.5,8.51324,MG,Testing,2024,0.8623220954981062,0.8932889622887386,0.8778055288934223
1,Jemerson,Atlético Mineiro,Atlético Mineiro,LCB,LCB,4,31,2000000,2024-12-31,10,1022,Brazil,"Brazil, Monaco",right,184,77,no,7.66,3.963452,1.674516,2.642892,14.445252,3.5256,0.6138899999999999,0.0,0.62,1.67401,MG,Testing,2024,0.5742925513816783,0.5970586325376013,0.5856755919596397
2,Bruno Fuchs,Atlético Mineiro,Atlético Mineiro,"RCB, CB",RCB,4,25,1800000,2024-12-31,7,692,Brazil,Brazil,right,190,85,no,8.19,3.51,2.209909,3.770208,14.958104,7.67039,0.5199739999999999,0.26,1.69,5.85013,MG,Testing,2024,1.0,1.0,1.0
3,Éder,América Mineiro,América Mineiro,"LCB, RCB",LCB,4,28,1500000,2024-12-31,7,641,Brazil,Brazil,right,184,82,no,5.76,1.407171,2.665476,4.493328,19.66055,8.144616,0.4200000000000001,0.14,1.4,4.915414,MG,Testing,2024,0.8489243819926181,0.8473086053187091,0.8481164936556636
4,Neris,Cruzeiro,Cruzeiro,"LCB, CB",LCB,4,31,700000,2024-12-31,8,720,Brazil,Brazil,right,190,88,no,7.5,3.500025,1.75253,2.503193,13.25025,4.371516000000001,1.62495,0.75,0.5,3.878442,MG,Testing,2024,0.6553214325218666,0.7216615732387544,0.6884915028803105
5,João Marcelo,Cruzeiro,Cruzeiro,"LCB, RCB",LCB,4,23,550000,2027-06-30,9,889,Brazil,Brazil,right,190,84,no,6.28,3.034010000000001,2.331,1.621998,11.645774,4.758831,0.811388,0.306,1.82,3.84648,MG,Testing,2024,0.772370047153227,0.6992899942964961,0.7358300207248614
6,Ricardo Silva,América Mineiro,América Mineiro,RCB,RCB,4,31,300000,,7,717,Brazil,Brazil,right,190,84,no,6.78,2.636516,4.1415,2.26125,14.562025,5.64558,0.375,0.0,0.0,2.005614,MG,Testing,2024,0.8793256963697983,0.8243953256355683,0.8518605110026831
7,Ednei,Tombense,Tombense,"RCB, LCB",RCB,4,33,250000,,8,841,Brazil,Brazil,right,189,81,no,5.78,1.928475,2.890814999999999,5.136886000000001,14.122752,7.067022,0.213312,0.106656,0.96,3.640302,MG,Testing,2024,0.847985654808349,0.8046895603465716,0.8263376075774602
8,Cleylton,Ipatinga,Ipatinga,LCB,LCB,4,31,200000,,7,753,Brazil,Brazil,right,190,83,no,6.57,1.79375,2.272951,1.910678,9.680079,2.268652,0.12,0.0,0.24,1.195262,MG,Testing,2024,0.2913116440699564,0.2705525632481762,0.2809321036590663
9,Danilo Cardoso,Athletic Club,Athletic Club,RCB,RCB,4,26,150000,,8,864,Brazil,Brazil,right,183,77,no,6.88,2.08561,3.018678,2.397059,10.835799,4.997772,0.52,0.0,0.21,2.709432,MG,Testing,2024,0.7704397868474979,0.7399202743930908,0.7551800306202943
10,Zé Vitor,Tombense,Tombense,LCB,LCB,4,23,100000,,6,544,Brazil,Brazil,left,189,86,no,6.95,2.8152,1.8216,2.976627,13.06968,5.789,0.8271900000000001,0.33,1.32,3.637791,MG,Testing,2024,0.7715121910210594,0.7867381740986823,0.7791251825598707
11,Ruan,Ipatinga,Ipatinga,RCB,RCB,4,25,100000,,5,530,Brazil,Brazil,right,186,78,no,9.68,4.073058,2.38,2.21,7.472326999999999,3.563839999999999,0.339983,0.0,0.51,2.55,MG,Testing,2024,0.6846899498266233,0.7069552499066989,0.6958225998666611
12,Edson Miranda,Athletic Club,Athletic Club,"LCB, RCB",LCB,4,24,0,,9,882,Brazil,Brazil,right,183,78,no,5.41,1.735335,3.162,0.6132719999999999,7.753787999999999,1.530708,0.304306,0.0,0.1,0.7162050000000001,MG,Testing,2024,0.272222011700658,0.2589171945957542,0.2655696031482061
13,Felipe Moreira,Pouso Alegre,Pouso Alegre,RCB,RCB,4,21,0,,11,1152,Brazil,Brazil,,0,0,no,6.02,2.2678,1.64,2.1114,9.689964000000002,4.764864,0.5444599999999999,0.08,0.47,3.202257,MG,Testing,2024,0.4321260863514398,0.3991437268382639,0.4156349065948518
14,Alex Alves,Pouso Alegre,Pouso Alegre,"LCB, CB",LCB,4,31,0,,12,1270,Brazil,Brazil,left,181,84,no,5.31,2.40822,2.832624,1.277228,6.519600000000001,2.124,0.0,0.0,0.21,1.420071,MG,Testing,2024,0.256405494156329,0.2364852773638264,0.2464453857600777
15,Mendonça,Uberlândia,Uberlândia,"LCB, CB",LCB,4,28,0,,10,1029,Brazil,Brazil,left,0,0,no,8.05,3.064256,2.71271,2.099084,4.811024,2.79865,0.698623,0.173342,0.17,1.401072,MG,Testing,2024,0.6785837916284887,0.6259959207425949,0.6522898561855417
16,Adryan,Uberlândia,Uberlândia,"RCB, CB",RCB,4,23,0,2024-11-30,7,716,Brazil,Brazil,right,183,79,no,5.78,1.883484,1.88778,0.125783,4.777344,1.384066,0.3779999999999999,0.25,0.75,1.635238,MG,Testing,2024,0.1029740141741412,0.04734473375399412,0.07515937396406765
17,Jamerson,Uberlândia,Uberlândia,RCB,RCB,4,29,0,,5,530,Brazil,Brazil,right,188,81,no,4.25,1.020051,0.8499490000000001,1.02,5.943976,3.223497,1.87,1.360017,0.51,1.87,MG,Testing,2024,0.0,0.0,0.0
18,Alex Paulino,Villa Nova,Villa Nova,"LCB, DMF, LDMF",LCB,4,22,0,,6,567,Brazil,Brazil,unknown,0,0,no,6.98,4.285337000000001,1.270984,1.743172,10.630824,3.490508,1.58702,0.7928730000000002,1.75,3.807999999999999,MG,Testing,2024,0.5053732480895773,0.4949881473949462,0.5001806977422617
19,Renan Arantes,Villa Nova,Villa Nova,RCB,RCB,4,22,0,,6,598,Brazil,Brazil,,0,0,no,6.92,1.356908,2.258865,2.859864,9.93383,4.362368,0.45,0.15,0.6,4.213544000000001,MG,Testing,2024,0.5736602655553594,0.5599282335417184,0.5667942495485389
20,Guilherme Souza,Patrocinense,Patrocinense,RCB,RCB,4,27,0,,7,647,Brazil,Brazil,right,188,79,no,8.35,3.475968,2.088378,3.898197,11.2681,5.150399999999999,0.0,0.0,0.14,2.645912,MG,Testing,2024,0.7954892757963173,0.7833302090864946,0.7894097424414059
21,Leo Alves,Patrocinense,Patrocinense,LCB,LCB,4,31,0,,7,668,Brazil,Brazil,,0,0,no,8.08,3.37117,1.213212,3.231408,9.160458,5.2575,0.0,0.0,0.13,2.288767,MG,Testing,2024,0.5797942549323549,0.5466736657130973,0.5632339603227261
22,Rayan,Itabirito,Itabirito,LCB,LCB,4,27,0,,7,713,Brazil,Brazil,,0,0,no,6.94,2.526793,2.90544,2.652265,9.468256,3.662624,1.387197,0.3779999999999999,0.5,2.271955,MG,Testing,2024,0.7705081635698242,0.7177162716052758,0.7441122175875499
23,Lucas Costa,Itabirito,Itabirito,RCB,RCB,4,28,0,,10,1093,Brazil,Brazil,right,189,82,no,6.42,1.975674,2.718522000000001,3.456684,11.03047,6.66602,0.493358,0.08,0.99,4.280175,MG,Testing,2024,0.8429395301286672,0.7990383844331557,0.8209889572809113
24,Lula,Democrata GV,Democrata GV,LCB,LCB,4,32,0,,11,1165,Brazil,Brazil,right,184,69,no,6.49,2.24025,2.008975,1.697941,8.80906,2.550625,0.23331,0.0,0.85,1.777776,MG,Testing,2024,0.315361615524282,0.2893453094151371,0.3023534624697095
25,Donato,Democrata GV,Democrata GV,RCB,RCB,4,30,0,,9,940,Brazil,Brazil,right,190,78,no,8.33,3.34796,2.20225,2.10818,10.341,5.1675,0.38,0.0,0.19,2.586948,MG,Testing,2024,0.7961813880691152,0.7613925884112966,0.7787869882402059
0,André,Fluminense,Fluminense,"LCB, LCMF, RCMF",LCB,4,22,14000000,2026-12-31,7,608,Brazil,Brazil,right,176,77,no,6.51,3.402795,0.594256,3.252798,17.620092,4.736073999999999,1.332,0.444,0.74,10.66014,RJ,Testing,2024,0.431946156813886,0.4775888995635641,0.454767528188725
1,João Victor,Vasco da Gama,Vasco da Gama,RCB,RCB,4,25,8000000,2027-06-30,9,810,Brazil,Brazil,right,187,80,no,6.22,3.553511,1.665845,1.221,19.892925,5.003311999999999,1.667241,0.776408,2.44,6.670944,RJ,Testing,2024,0.5388085372574765,0.5089684636554208,0.5238885004564486
2,Léo Pereira,Flamengo,Flamengo,LCB,LCB,4,28,4000000,2027-12-31,10,960,Brazil,Brazil,left,189,79,no,5.34,2.34606,1.407171,3.282496000000001,14.059272,6.095123999999999,0.1875,0.095,1.13,5.907403999999999,RJ,Testing,2024,0.5040537892007751,0.4837890017643762,0.4939213954825756
3,Léo,Vasco da Gama,Vasco da Gama,LCB,LCB,4,28,3500000,2025-12-31,10,973,Brazil,Brazil,left,183,76,no,6.57,3.054311999999999,1.015,3.0525,18.77676,7.305700000000001,0.555,0.184,2.4,7.957587,RJ,Testing,2024,0.6651341676495732,0.6600714714324563,0.6626028195410147
4,Fabricio Bruno,Flamengo,Flamengo,RCB,RCB,4,28,3500000,2025-12-31,9,884,Brazil,Brazil,right,192,90,no,6.31,2.746184,1.428,3.057457,17.91661,7.740556999999999,0.1,0.1,0.71,7.434425999999999,RJ,Testing,2024,0.6336880789673103,0.6324620264427289,0.6330750527050195
5,Lucas Halter,Botafogo,Botafogo,"RCB, LCB, CB",RCB,4,23,3000000,2024-07-31,11,1007,Brazil,Brazil,right,188,93,no,6.17,2.500608,1.338996,2.322972,16.442714,6.254937,0.270018,0.09,0.89,5.539281999999999,RJ,Testing,2024,0.4681304829817252,0.4528247269984438,0.4604776049900844
6,A. Barboza,Botafogo,Botafogo,LCB,LCB,4,29,2200000,,7,717,Argentina,Argentina,left,193,79,no,9.79,3.51648,2.006204,3.136464,18.576615,9.035504000000001,1.257168,0.6249750000000001,2.38,6.0224,RJ,Testing,2024,1.0,1.0,1.0
7,Antônio Carlos,Fluminense,Fluminense,"LCB, RCB, CB",LCB,4,31,2000000,2024-12-31,11,747,Brazil,Brazil,right,190,79,no,6.03,1.78038,3.153613,3.148344,16.028134,5.071864,0.8237049999999999,0.135,1.1,3.6975,RJ,Testing,2024,0.6540165479355193,0.5948000715269897,0.6244083097312545
8,Bastos,Botafogo,Botafogo,"RCB, LCB, CB",RCB,4,33,1500000,2024-06-30,10,975,Angola,Angola,right,180,77,no,7.85,3.320745,2.216,2.216004,11.99772,4.524696,0.645574,0.28,0.46,3.508362,RJ,Testing,2024,0.6023257169827345,0.5967535084656131,0.5995396127241738
9,G. Medel,Vasco da Gama,Vasco da Gama,"CB, LCB, DMF",CB,4,36,1000000,,8,784,Chile,Chile,right,171,76,no,6.31,2.527168,0.34288,4.021380000000001,14.923284,5.3935,0.345,0.11,0.11,5.281061999999999,RJ,Testing,2024,0.2969254536158345,0.3573071831675727,0.3271163183917036
10,Eduardo Thuram,Sampaio Corrêa RJ,Sampaio Corrêa RJ,LCB,LCB,4,26,350000,,12,1207,Brazil,Brazil,left,189,84,no,7.38,3.282480000000001,1.941408,1.492971,8.650279000000001,2.982708,0.37,0.15,0.45,1.639,RJ,Testing,2024,0.1842628705467576,0.181965786425608,0.1831143284861828
11,Augusto,Volta Redonda,Volta Redonda,"LCB, RCB",LCB,4,26,300000,,9,886,Brazil,Brazil,right,186,85,no,5.59,2.233836,2.538145,2.845572,14.021022,6.199125,0.709586,0.3,0.51,3.6576,RJ,Testing,2024,0.7179283967784686,0.6211316954851412,0.6695300461318049
12,Rodolfo Filemon,Portuguesa RJ,Portuguesa RJ,"RCB, LCB",RCB,4,29,250000,,7,734,Brazil,Brazil,both,184,82,no,5.17,1.54,1.255798,4.194,11.596665,7.263142,0.8399579999999999,0.14,0.14,3.773205,RJ,Testing,2024,0.4139888779534576,0.2854725544659025,0.34973071620968
13,Pablo Maldini,Boavista,Boavista,"LCB, LB",LCB,4,24,150000,,15,1328,Brazil,Brazil,left,184,77,no,8.27,3.45719,1.2195,1.425,7.790331999999999,3.186992,1.15229,0.338448,1.08,2.506179,RJ,Testing,2024,0.2478709710898759,0.2613685994883849,0.2546197852891304
14,Victor Oliveira,Bangu,Bangu,LCB,LCB,4,29,100000,,11,1146,Brazil,Brazil,left,190,84,no,5.5,1.491996,1.022124,2.904572,11.147745,4.239000000000001,0.394476,0.08,0.39,1.646082,RJ,Testing,2024,0.0,0.0,0.0
15,Arthur Edeson,Madureira,Madureira,"LCB, RCB",LCB,4,24,0,,11,1143,Brazil,Brazil,,0,0,no,10.16,4.805602,4.253909999999999,2.201944,12.59868,3.071375999999999,0.865294,0.24,0.55,1.498881,RJ,Testing,2024,0.8002763309607469,0.780328882093922,0.7903026065273344
16,Marcão,Madureira,Madureira,RCB,RCB,4,34,0,,10,1011,Brazil,Brazil,right,191,76,no,7.83,2.403525,1.956247,2.495022,11.126472,4.717880000000001,0.5325,0.09,0.45,1.602456,RJ,Testing,2024,0.4505642716371168,0.4167445094411402,0.4336543905391284
17,Igor Silva,Audax Rio,Audax Rio,RCB,RCB,4,29,0,,11,1084,Brazil,Brazil,,0,0,no,8.55,2.907175000000001,1.575153,2.825484,10.875648,3.820859,1.242882,0.414294,0.08,1.823929,RJ,Testing,2024,0.3400863649390375,0.3944343196466154,0.3672603422928264
18,Joao Victor,Audax Rio,Audax Rio,LCB,LCB,4,28,0,,8,845,Brazil,Brazil,right,191,90,no,7.88,2.02188,1.596386,3.6202,14.90985,5.8575,0.426624,0.105,0.53,2.76693,RJ,Testing,2024,0.5139688547839681,0.4719880918671788,0.4929784733255734
19,Bruno Barra,Volta Redonda,Volta Redonda,"RCB, LCB, RCMF",RCB,4,37,0,2024-11-20,10,927,Brazil,Brazil,right,179,67,no,6.6,2.523143,1.553859,3.883644,11.164452,5.049396,1.6524,0.483314,0.58,4.075623,RJ,Testing,2024,0.3574287714052493,0.3920926223319263,0.3747606968685878
20,Luiz Felipe,Bangu,Bangu,"RCB, CB",RCB,4,25,0,,8,781,Brazil,"Brazil, Italy",right,196,80,no,8.3,3.225649,1.150023,0.8077500000000001,9.796224,2.30318,0.12,0.0,0.0,1.38,RJ,Testing,2024,0.08496146497053926,0.1094000391914983,0.09718075208101878
21,Lucas Marreta,Bangu,Bangu,RCB,RCB,4,26,0,,7,556,Brazil,Brazil,unknown,0,0,no,6.8,3.239148,1.135,2.91375,7.448265,2.4266,1.778301,0.32,0.65,1.459383,RJ,Testing,2024,0.01383477207702916,0.1053391376395896,0.05958695485830939
22,Gustavo Índio,Sampaio Corrêa RJ,Sampaio Corrêa RJ,RCB,RCB,4,30,0,,11,1167,Brazil,Brazil,unknown,0,0,no,7.94,2.47016,2.777928,2.003756,8.483808,3.010480000000001,0.6154,0.153341,0.39,1.924304,RJ,Testing,2024,0.5240451157633184,0.4339034381779819,0.4789742769706501
23,Diego Guerra,Portuguesa RJ,Portuguesa RJ,"LCB, RCB",LCB,4,33,0,,13,1356,Brazil,Brazil,right,187,91,no,6.47,2.201796,1.207071,3.057664,13.79341,5.2624,0.42458,0.21,1.14,2.770288,RJ,Testing,2024,0.2919983422438102,0.2651341176769667,0.2785662299603884
24,Gabriel Pinheiro,Nova Iguaçu,Nova Iguaçu,RCB,RCB,4,26,0,,13,1398,Brazil,Brazil,right,0,0,no,8.09,2.928,2.024451,3.067337,9.69984,3.278877,0.34784,0.0,0.07,1.184544,RJ,Testing,2024,0.3715592735766614,0.3548434132286195,0.3632013434026404
25,Sergio Raphael,Nova Iguaçu,Nova Iguaçu,LCB,LCB,4,31,0,,13,1341,Brazil,Brazil,right,188,84,no,8.23,3.148076,1.070604,2.291484,13.38144,3.432315,0.7857000000000001,0.4987499999999999,0.43,1.789032,RJ,Testing,2024,0.2867641351612008,0.3283334621677531,0.3075487986644769
26,Mizael Monteiro,Boavista,Boavista,"RCB, LCB, CB",RCB,4,23,0,,10,989,Brazil,Brazil,right,184,0,no,6.92,3.186604,1.549383,1.731184,10.01201,4.185726999999999,0.273306,0.0,0.0,2.093784,RJ,Testing,2024,0.2077993252856226,0.2221441262040839,0.2149717257448532
27,Gabriel Silva,Boavista,Boavista,"CB, LCB, RCB",CB,4,21,0,2024-04-30,10,832,Brazil,Brazil,unknown,0,0,no,7.9,3.032,0.54171,2.48782,11.355,4.651383,0.867466,0.6491449999999999,0.97,2.594156,RJ,Testing,2024,0.3867633746711124,0.3529340285205251,0.3698487015958187
28,Sheldon,Boavista,Boavista,"RCB, RB",RCB,4,24,0,,13,1365,Brazil,Brazil,,0,0,no,6.79,2.174144,1.38417,4.15579,9.295988,5.537934,0.988968,0.327804,0.26,3.493339999999999,RJ,Testing,2024,0.3758466965160465,0.3081466635687102,0.3419966800423783
0,Vitão,Internacional,Internacional,"RCB, LCB",RCB,4,24,7000000,2024-06-30,12,1132,Brazil,Brazil,right,185,78,yes,5.43,2.5,2.410452,2.24046,14.383888,6.031740000000001,0.602,0.34,2.93,7.580547000000001,RS,Testing,2024,0.7117720614816436,0.7089380384632145,0.7149991462694866
1,Rodrigo Ely,Grêmio,Grêmio,"RCB, LCB",RCB,4,30,3000000,2024-06-30,8,733,Brazil,"Brazil, Italy",right,191,91,no,5.89,2.946,3.560832,2.45702,6.387542999999999,2.826639,0.491404,0.246679,0.12,1.3508,RS,Testing,2024,0.2306346071740061,0.3667249344174556,0.3006324529335044
2,W. Kannemann,Grêmio,Grêmio,LCB,LCB,4,33,1000000,,10,934,Argentina,"Argentina, Italy",left,183,75,no,8.32,4.15545,2.238,2.133472,11.520256,5.333504,0.64,0.3225,0.11,3.522365999999999,RS,Testing,2024,0.7854402568599923,0.7877542213529372,0.7917397848313833
3,Danilo Boza,Juventude,Juventude,RCB,RCB,4,25,700000,2025-12-31,13,1212,Brazil,Brazil,right,184,76,no,6.61,3.413504000000001,2.44858,0.88967,17.970789,3.5673,0.9664920000000001,0.296,0.97,2.749645,RS,Testing,2024,0.5237397201549902,0.5012757971728448,0.5158583864722462
4,Pedro Geromel,Grêmio,Grêmio,RCB,RCB,4,38,300000,,8,719,Brazil,"Brazil, Italy",right,190,84,no,6.72,2.432136,2.577329999999999,1.858031,15.312234,5.005,0.286681,0.29,0.0,3.287790000000001,RS,Testing,2024,0.701234897798438,0.6177365260253422,0.6637972391584005
5,Zé Marcos,Juventude,Juventude,LCB,LCB,4,26,300000,,13,1224,Brazil,Brazil,left,188,77,no,7.94,3.603873,3.969846,2.8675,14.040596,4.70652,1.175121,0.146674,1.4,3.235582,RS,Testing,2024,0.9523485843555128,1.0,0.98255623796073
6,G. Mercado,Internacional,Internacional,"LCB, RCB",LCB,4,37,250000,,9,689,Argentina,"Argentina, Spain",right,181,85,no,6.56,3.016089,1.5744,4.2,20.862054,8.003572,0.26,0.0,1.97,8.924579999999999,RS,Testing,2024,0.7355545632763931,0.8409744480040888,0.793417951472558
7,Denílson,Caxias,Caxias,"RCB, LCB",RCB,4,28,200000,,6,542,Brazil,Brazil,right,187,77,no,4.58,2.587698,2.388,1.392262,7.56639,2.986284,0.4,0.0,0.4,1.395,RS,Testing,2024,0.0,0.0,0.0
8,Marcão,Novo Hamburgo,Novo Hamburgo,"RCB, CB",RCB,4,28,150000,,10,974,Brazil,Brazil,right,193,82,no,6.11,1.528785,2.34,2.848716,8.144,3.155753,0.408,0.1,0.1,2.339276,RS,Testing,2024,0.1438862227324716,0.1544571883583178,0.1501469471029454
9,Alisson,Caxias,Caxias,RCB,RCB,4,30,150000,,8,660,Brazil,Brazil,right,186,91,no,9.79,4.735809000000001,4.578015,2.525390999999999,11.995404,5.213763,0.156651,0.0,0.16,2.528,RS,Testing,2024,0.9118035626628955,0.9476064412134775,0.9357831449133432
