Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Ações_Defensivas_BemSucedidas,Duelos_Defensivos_Ganhos,Duelos_Aéreos_Ganhos,Finalizações_Bloqueadas,Interceptações_Ajustadas_a_Posse,Passes_Longos_Certos,Passes_Frontais_Certos,Passes_Progressivos_Certos,Passes_Laterais_Certos,Duelos_Ofensivos_Ganhos,Dribles_BemSucedidos,Corridas_Progressivas,Passes_TerçoFinal_Certos,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
0,Zé Ivaldo,Cruzeiro,Cruzeiro,"RCB, LCB",RCB,4,27,3000000,,8,613,Brazil,Brazil,right,185,78,no,4.99,2.495181000000001,1.76293,0.44,4.52,5.875072,17.473093,10.573836,19.383904,2.057406,0.733392,2.5,8.51324,MG,Testing,2024,0.6926372469074692,0.731638821434721,0.7121380341710951
1,Jemerson,Atlético Mineiro,Atlético Mineiro,LCB,LCB,4,31,2000000,2024-12-31,10,1022,Brazil,"Brazil, Monaco",right,184,77,no,7.66,3.963452,1.674516,0.53,5.29,2.642892,14.445252,3.5256,20.874334,0.6138899999999999,0.0,0.62,1.67401,MG,Testing,2024,0.6448236711508104,0.6294524374368694,0.6371380542938399
2,Bruno Fuchs,Atlético Mineiro,Atlético Mineiro,"RCB, CB",RCB,4,25,1800000,2024-12-31,7,692,Brazil,Brazil,right,190,85,no,8.19,3.51,2.209909,0.65,7.29,3.770208,14.958104,7.67039,23.929215,0.5199739999999999,0.26,1.69,5.85013,MG,Testing,2024,1.0,1.0,1.0
3,Éder,América Mineiro,América Mineiro,"LCB, RCB",LCB,4,28,1500000,2024-12-31,7,641,Brazil,Brazil,right,184,82,no,5.76,1.407171,2.665476,0.56,6.47,4.493328,19.66055,8.144616,19.377692,0.4200000000000001,0.14,1.4,4.915414,MG,Testing,2024,0.6958096598613283,0.7299639111132008,0.7128867854872645
4,Neris,Cruzeiro,Cruzeiro,"LCB, CB",LCB,4,31,700000,2024-12-31,8,720,Brazil,Brazil,right,190,88,no,7.5,3.500025,1.75253,0.25,7.44,2.503193,13.25025,4.371516000000001,20.129326,1.62495,0.75,0.5,3.878442,MG,Testing,2024,0.7668262117555843,0.8341745496300497,0.800500380692817
5,João Marcelo,Cruzeiro,Cruzeiro,"LCB, RCB",LCB,4,23,550000,2027-06-30,9,889,Brazil,Brazil,right,190,84,no,6.28,3.034010000000001,2.331,0.4,5.09,1.621998,11.645774,4.758831,20.453472,0.811388,0.306,1.82,3.84648,MG,Testing,2024,0.5772913923402386,0.6038781755723898,0.5905847839563142
6,Ricardo Silva,América Mineiro,América Mineiro,RCB,RCB,4,31,300000,,7,717,Brazil,Brazil,right,190,84,no,6.78,2.636516,4.1415,0.38,6.67,2.26125,14.562025,5.64558,31.503816,0.375,0.0,0.0,2.005614,MG,Testing,2024,0.6876232251316582,0.6977557461375135,0.6926894856345858
7,Ednei,Tombense,Tombense,"RCB, LCB",RCB,4,33,250000,,8,841,Brazil,Brazil,right,189,81,no,5.78,1.928475,2.890814999999999,0.43,5.27,5.136886000000001,14.122752,7.067022,22.04685,0.213312,0.106656,0.96,3.640302,MG,Testing,2024,0.6105514557258873,0.5930304075007968,0.6017909316133421
8,Cleylton,Ipatinga,Ipatinga,LCB,LCB,4,31,200000,,7,753,Brazil,Brazil,right,190,83,no,6.57,1.79375,2.272951,0.84,6.67,1.910678,9.680079,2.268652,20.791425,0.12,0.0,0.24,1.195262,MG,Testing,2024,0.3710324895921452,0.3319817220269786,0.3515071058095619
9,Danilo Cardoso,Athletic Club,Athletic Club,RCB,RCB,4,26,150000,,8,864,Brazil,Brazil,right,183,77,no,6.88,2.08561,3.018678,0.63,7.21,2.397059,10.835799,4.997772,11.8792,0.52,0.0,0.21,2.709432,MG,Testing,2024,0.6325350998165655,0.617032657185151,0.6247838785008583
10,Zé Vitor,Tombense,Tombense,LCB,LCB,4,23,100000,,6,544,Brazil,Brazil,left,189,86,no,6.95,2.8152,1.8216,0.5,6.41,2.976627,13.06968,5.789,23.823872,0.8271900000000001,0.33,1.32,3.637791,MG,Testing,2024,0.7747829745738745,0.7739320646710169,0.7743575196224457
11,Ruan,Ipatinga,Ipatinga,RCB,RCB,4,25,100000,,5,530,Brazil,Brazil,right,186,78,no,9.68,4.073058,2.38,1.36,6.77,2.21,7.472326999999999,3.563839999999999,15.619468,0.339983,0.0,0.51,2.55,MG,Testing,2024,0.7634042168677548,0.7987684072509721,0.7810863120593634
12,Edson Miranda,Athletic Club,Athletic Club,"LCB, RCB",LCB,4,24,0,,9,882,Brazil,Brazil,right,183,78,no,5.41,1.735335,3.162,0.92,6.07,0.6132719999999999,7.753787999999999,1.530708,14.793597,0.304306,0.0,0.1,0.7162050000000001,MG,Testing,2024,0.07910643733111619,0.1372380072465506,0.1081722222888334
13,Felipe Moreira,Pouso Alegre,Pouso Alegre,RCB,RCB,4,21,0,,11,1152,Brazil,Brazil,,0,0,no,6.02,2.2678,1.64,0.78,5.07,2.1114,9.689964000000002,4.764864,14.451109,0.5444599999999999,0.08,0.47,3.202257,MG,Testing,2024,0.3882405278714091,0.3693044536875042,0.3787724907794566
14,Alex Alves,Pouso Alegre,Pouso Alegre,"LCB, CB",LCB,4,31,0,,12,1270,Brazil,Brazil,left,181,84,no,5.31,2.40822,2.832624,0.64,3.48,1.277228,6.519600000000001,2.124,13.464966,0.0,0.0,0.21,1.420071,MG,Testing,2024,0.03675534361575919,0.09181572901554458,0.06428553631565188
15,Mendonça,Uberlândia,Uberlândia,"LCB, CB",LCB,4,28,0,,10,1029,Brazil,Brazil,left,0,0,no,8.05,3.064256,2.71271,0.7,6.0,2.099084,4.811024,2.79865,11.277936,0.698623,0.173342,0.17,1.401072,MG,Testing,2024,0.5865022657686394,0.562333223552722,0.5744177446606806
16,Adryan,Uberlândia,Uberlândia,"RCB, CB",RCB,4,23,0,2024-11-30,7,716,Brazil,Brazil,right,183,79,no,5.78,1.883484,1.88778,0.75,5.03,0.125783,4.777344,1.384066,14.458459,0.3779999999999999,0.25,0.75,1.635238,MG,Testing,2024,0.1001066560185135,0.1042402372735853,0.1021734466460494
17,Jamerson,Uberlândia,Uberlândia,RCB,RCB,4,29,0,,5,530,Brazil,Brazil,right,188,81,no,4.25,1.020051,0.8499490000000001,0.0,3.86,1.02,5.943976,3.223497,5.091463,1.87,1.360017,0.51,1.87,MG,Testing,2024,0.0,0.0,0.0
18,Alex Paulino,Villa Nova,Villa Nova,"LCB, DMF, LDMF",LCB,4,22,0,,6,567,Brazil,Brazil,unknown,0,0,no,6.98,4.285337000000001,1.270984,0.32,4.05,1.743172,10.630824,3.490508,16.987386,1.58702,0.7928730000000002,1.75,3.807999999999999,MG,Testing,2024,0.5553057823317277,0.5990838445348248,0.5771948134332763
19,Renan Arantes,Villa Nova,Villa Nova,RCB,RCB,4,22,0,,6,598,Brazil,Brazil,,0,0,no,6.92,1.356908,2.258865,0.45,9.0,2.859864,9.93383,4.362368,19.868896,0.45,0.15,0.6,4.213544000000001,MG,Testing,2024,0.6117842808810215,0.6167061999898189,0.6142452404354202
20,Guilherme Souza,Patrocinense,Patrocinense,RCB,RCB,4,27,0,,7,647,Brazil,Brazil,right,188,79,no,8.35,3.475968,2.088378,0.7,5.78,3.898197,11.2681,5.150399999999999,13.6318,0.0,0.0,0.14,2.645912,MG,Testing,2024,0.7247757922071121,0.73170387755143,0.728239834879271
21,Leo Alves,Patrocinense,Patrocinense,LCB,LCB,4,31,0,,7,668,Brazil,Brazil,,0,0,no,8.08,3.37117,1.213212,0.27,5.47,3.231408,9.160458,5.2575,11.31566,0.0,0.0,0.13,2.288767,MG,Testing,2024,0.6335781606919925,0.603498036782646,0.6185380987373192
22,Rayan,Itabirito,Itabirito,LCB,LCB,4,27,0,,7,713,Brazil,Brazil,,0,0,no,6.94,2.526793,2.90544,0.5,6.11,2.652265,9.468256,3.662624,16.027298,1.387197,0.3779999999999999,0.5,2.271955,MG,Testing,2024,0.6060320035356334,0.5907763711220155,0.5984041873288244
23,Lucas Costa,Itabirito,Itabirito,RCB,RCB,4,28,0,,10,1093,Brazil,Brazil,right,189,82,no,6.42,1.975674,2.718522000000001,0.41,6.39,3.456684,11.03047,6.66602,14.079,0.493358,0.08,0.99,4.280175,MG,Testing,2024,0.6574763999069281,0.6585399447774057,0.6580081723421669
24,Lula,Democrata GV,Democrata GV,LCB,LCB,4,32,0,,11,1165,Brazil,Brazil,right,184,69,no,6.49,2.24025,2.008975,0.54,5.57,1.697941,8.80906,2.550625,15.064756,0.23331,0.0,0.85,1.777776,MG,Testing,2024,0.3164446733093534,0.3207351159900971,0.3185898946497253
25,Donato,Democrata GV,Democrata GV,RCB,RCB,4,30,0,,9,940,Brazil,Brazil,right,190,78,no,8.33,3.34796,2.20225,0.29,6.87,2.10818,10.341,5.1675,16.95044,0.38,0.0,0.19,2.586948,MG,Testing,2024,0.7556608142394774,0.7586722864216144,0.7571665503305459
0,André,Fluminense,Fluminense,"LCB, LCMF, RCMF",LCB,4,22,14000000,2026-12-31,7,608,Brazil,Brazil,right,176,77,no,6.51,3.402795,0.594256,0.0,5.19,3.252798,17.620092,4.736073999999999,35.085875,1.332,0.444,0.74,10.66014,RJ,Testing,2024,0.4721279432220666,0.5236215634758168,0.4978747533489417
1,João Victor,Vasco da Gama,Vasco da Gama,RCB,RCB,4,25,8000000,2027-06-30,9,810,Brazil,Brazil,right,187,80,no,6.22,3.553511,1.665845,0.11,3.99,1.221,19.892925,5.003311999999999,18.106416,1.667241,0.776408,2.44,6.670944,RJ,Testing,2024,0.4176514241048844,0.4525783983107846,0.4351149112078345
2,Léo Pereira,Flamengo,Flamengo,LCB,LCB,4,28,4000000,2027-12-31,10,960,Brazil,Brazil,left,189,79,no,5.34,2.34606,1.407171,0.19,4.4,3.282496000000001,14.059272,6.095123999999999,20.253426,0.1875,0.095,1.13,5.907403999999999,RJ,Testing,2024,0.4236048357043311,0.376270422436579,0.399937629070455
3,Léo,Vasco da Gama,Vasco da Gama,LCB,LCB,4,28,3500000,2025-12-31,10,973,Brazil,Brazil,left,183,76,no,6.57,3.054311999999999,1.015,0.65,5.59,3.0525,18.77676,7.305700000000001,21.090888,0.555,0.184,2.4,7.957587,RJ,Testing,2024,0.5827940112791958,0.6057264316702142,0.594260221474705
4,Fabricio Bruno,Flamengo,Flamengo,RCB,RCB,4,28,3500000,2025-12-31,9,884,Brazil,Brazil,right,192,90,no,6.31,2.746184,1.428,0.51,4.98,3.057457,17.91661,7.740556999999999,18.02031,0.1,0.1,0.71,7.434425999999999,RJ,Testing,2024,0.5014559126284288,0.5060687393906617,0.5037623260095453
5,Lucas Halter,Botafogo,Botafogo,"RCB, LCB, CB",RCB,4,23,3000000,2024-07-31,11,1007,Brazil,Brazil,right,188,93,no,6.17,2.500608,1.338996,0.36,5.09,2.322972,16.442714,6.254937,21.004893,0.270018,0.09,0.89,5.539281999999999,RJ,Testing,2024,0.4384855058136298,0.4039147854103037,0.4212001456119667
6,A. Barboza,Botafogo,Botafogo,LCB,LCB,4,29,2200000,,7,717,Argentina,Argentina,left,193,79,no,9.79,3.51648,2.006204,0.63,7.91,3.136464,18.576615,9.035504000000001,14.056158,1.257168,0.6249750000000001,2.38,6.0224,RJ,Testing,2024,1.0,1.0,1.0
7,Antônio Carlos,Fluminense,Fluminense,"LCB, RCB, CB",LCB,4,31,2000000,2024-12-31,11,747,Brazil,Brazil,right,190,79,no,6.03,1.78038,3.153613,0.41,6.51,3.148344,16.028134,5.071864,30.271404,0.8237049999999999,0.135,1.1,3.6975,RJ,Testing,2024,0.4410902065254844,0.414991607111339,0.4280409068184117
8,Bastos,Botafogo,Botafogo,"RCB, LCB, CB",RCB,4,33,1500000,2024-06-30,10,975,Angola,Angola,right,180,77,no,7.85,3.320745,2.216,0.28,6.19,2.216004,11.99772,4.524696,18.554317,0.645574,0.28,0.46,3.508362,RJ,Testing,2024,0.5464588129816391,0.557158938968168,0.5518088759749036
9,G. Medel,Vasco da Gama,Vasco da Gama,"CB, LCB, DMF",CB,4,36,1000000,,8,784,Chile,Chile,right,171,76,no,6.31,2.527168,0.34288,0.69,5.32,4.021380000000001,14.923284,5.3935,35.706776,0.345,0.11,0.11,5.281061999999999,RJ,Testing,2024,0.3514551716151471,0.3764351634070846,0.3639451675111158
10,Eduardo Thuram,Sampaio Corrêa RJ,Sampaio Corrêa RJ,LCB,LCB,4,26,350000,,12,1207,Brazil,Brazil,left,189,84,no,7.38,3.282480000000001,1.941408,0.3,5.33,1.492971,8.650279000000001,2.982708,10.591614,0.37,0.15,0.45,1.639,RJ,Testing,2024,0.1540093200294977,0.1573851309056104,0.155697225467554
11,Augusto,Volta Redonda,Volta Redonda,"LCB, RCB",LCB,4,26,300000,,9,886,Brazil,Brazil,right,186,85,no,5.59,2.233836,2.538145,0.71,4.45,2.845572,14.021022,6.199125,19.100961,0.709586,0.3,0.51,3.6576,RJ,Testing,2024,0.375555754147717,0.287321393035868,0.3314385735917925
12,Rodolfo Filemon,Portuguesa RJ,Portuguesa RJ,"RCB, LCB",RCB,4,29,250000,,7,734,Brazil,Brazil,both,184,82,no,5.17,1.54,1.255798,0.14,4.56,4.194,11.596665,7.263142,21.5215,0.8399579999999999,0.14,0.14,3.773205,RJ,Testing,2024,0.3078320444386954,0.1803165652259717,0.2440743048323336
13,Pablo Maldini,Boavista,Boavista,"LCB, LB",LCB,4,24,150000,,15,1328,Brazil,Brazil,left,184,77,no,8.27,3.45719,1.2195,0.61,6.07,1.425,7.790331999999999,3.186992,7.526015999999999,1.15229,0.338448,1.08,2.506179,RJ,Testing,2024,0.4201103717467491,0.4136011473028501,0.4168557595247996
14,Victor Oliveira,Bangu,Bangu,LCB,LCB,4,29,100000,,11,1146,Brazil,Brazil,left,190,84,no,5.5,1.491996,1.022124,0.79,4.68,2.904572,11.147745,4.239000000000001,9.978704999999998,0.394476,0.08,0.39,1.646082,RJ,Testing,2024,0.0,0.0,0.0
15,Arthur Edeson,Madureira,Madureira,"LCB, RCB",LCB,4,24,0,,11,1143,Brazil,Brazil,,0,0,no,10.16,4.805602,4.253909999999999,1.26,6.35,2.201944,12.59868,3.071375999999999,10.469,0.865294,0.24,0.55,1.498881,RJ,Testing,2024,0.6422644984026488,0.6594515561599039,0.6508580272812764
16,Marcão,Madureira,Madureira,RCB,RCB,4,34,0,,10,1011,Brazil,Brazil,right,191,76,no,7.83,2.403525,1.956247,0.98,6.58,2.495022,11.126472,4.717880000000001,14.953277,0.5325,0.09,0.45,1.602456,RJ,Testing,2024,0.5058074150740042,0.4258585091534096,0.4658329621137069
17,Igor Silva,Audax Rio,Audax Rio,RCB,RCB,4,29,0,,11,1084,Brazil,Brazil,,0,0,no,8.55,2.907175000000001,1.575153,1.0,6.41,2.825484,10.875648,3.820859,14.524668,1.242882,0.414294,0.08,1.823929,RJ,Testing,2024,0.4882088095257873,0.4711841639560095,0.4796964867408984
18,Joao Victor,Audax Rio,Audax Rio,LCB,LCB,4,28,0,,8,845,Brazil,Brazil,right,191,90,no,7.88,2.02188,1.596386,0.75,6.22,3.6202,14.90985,5.8575,12.034926,0.426624,0.105,0.53,2.76693,RJ,Testing,2024,0.5091281616909411,0.4672907383017381,0.4882094499963396
19,Bruno Barra,Volta Redonda,Volta Redonda,"RCB, LCB, RCMF",RCB,4,37,0,2024-11-20,10,927,Brazil,Brazil,right,179,67,no,6.6,2.523143,1.553859,0.29,5.53,3.883644,11.164452,5.049396,20.772024,1.6524,0.483314,0.58,4.075623,RJ,Testing,2024,0.3508098749384594,0.3587068490380743,0.3547583619882669
20,Luiz Felipe,Bangu,Bangu,"RCB, CB",RCB,4,25,0,,8,781,Brazil,"Brazil, Italy",right,196,80,no,8.3,3.225649,1.150023,0.81,6.77,0.8077500000000001,9.796224,2.30318,15.55497,0.12,0.0,0.0,1.38,RJ,Testing,2024,0.3408384356126808,0.3405121918911386,0.3406753137519097
21,Lucas Marreta,Bangu,Bangu,RCB,RCB,4,26,0,,7,556,Brazil,Brazil,unknown,0,0,no,6.8,3.239148,1.135,0.65,4.12,2.91375,7.448265,2.4266,7.774312,1.778301,0.32,0.65,1.459383,RJ,Testing,2024,0.03248935425151201,0.1053093624940742,0.06889935837279312
22,Gustavo Índio,Sampaio Corrêa RJ,Sampaio Corrêa RJ,RCB,RCB,4,30,0,,11,1167,Brazil,Brazil,unknown,0,0,no,7.94,2.47016,2.777928,0.77,6.32,2.003756,8.483808,3.010480000000001,13.3377,0.6154,0.153341,0.39,1.924304,RJ,Testing,2024,0.387942842687437,0.3228487268701734,0.3553957847788051
23,Diego Guerra,Portuguesa RJ,Portuguesa RJ,"LCB, RCB",LCB,4,33,0,,13,1356,Brazil,Brazil,right,187,91,no,6.47,2.201796,1.207071,0.5,6.06,3.057664,13.79341,5.2624,21.612525,0.42458,0.21,1.14,2.770288,RJ,Testing,2024,0.33688862058927,0.2880373900733699,0.3124630053313199
24,Gabriel Pinheiro,Nova Iguaçu,Nova Iguaçu,RCB,RCB,4,26,0,,13,1398,Brazil,Brazil,right,0,0,no,8.09,2.928,2.024451,0.21,6.81,3.067337,9.69984,3.278877,15.281451,0.34784,0.0,0.07,1.184544,RJ,Testing,2024,0.3737148849123573,0.3992374040765176,0.3864761444944375
25,Sergio Raphael,Nova Iguaçu,Nova Iguaçu,LCB,LCB,4,31,0,,13,1341,Brazil,Brazil,right,188,84,no,8.23,3.148076,1.070604,0.36,6.39,2.291484,13.38144,3.432315,15.523858,0.7857000000000001,0.4987499999999999,0.43,1.789032,RJ,Testing,2024,0.4322741425117608,0.4628256518681927,0.4475498971899767
26,Mizael Monteiro,Boavista,Boavista,"RCB, LCB, CB",RCB,4,23,0,,10,989,Brazil,Brazil,right,184,0,no,6.92,3.186604,1.549383,0.36,4.8,1.731184,10.01201,4.185726999999999,14.469504,0.273306,0.0,0.0,2.093784,RJ,Testing,2024,0.1621720315971898,0.1836818923742372,0.1729269619857135
27,Gabriel Silva,Boavista,Boavista,"CB, LCB, RCB",CB,4,21,0,2024-04-30,10,832,Brazil,Brazil,unknown,0,0,no,7.9,3.032,0.54171,1.41,6.82,2.48782,11.355,4.651383,14.603628,0.867466,0.6491449999999999,0.97,2.594156,RJ,Testing,2024,0.5923126275328067,0.5345673817251336,0.5634400046289701
28,Sheldon,Boavista,Boavista,"RCB, RB",RCB,4,24,0,,13,1365,Brazil,Brazil,,0,0,no,6.79,2.174144,1.38417,0.33,6.02,4.15579,9.295988,5.537934,14.179536,0.988968,0.327804,0.26,3.493339999999999,RJ,Testing,2024,0.4147716668123383,0.3214449715577645,0.3681083191850514
0,Vitão,Internacional,Internacional,"RCB, LCB",RCB,4,24,7000000,2024-06-30,12,1132,Brazil,Brazil,right,185,78,yes,5.43,2.5,2.410452,0.34,5.06,2.24046,14.383888,6.031740000000001,36.089979,0.602,0.34,2.93,7.580547000000001,RS,Testing,2024,0.7691086771448326,0.7286017608277184,0.7510928960803765
1,Rodrigo Ely,Grêmio,Grêmio,"RCB, LCB",RCB,4,30,3000000,2024-06-30,8,733,Brazil,"Brazil, Italy",right,191,91,no,5.89,2.946,3.560832,0.49,3.19,2.45702,6.387542999999999,2.826639,14.491472,0.491404,0.246679,0.12,1.3508,RS,Testing,2024,0.07082437892506666,0.1163568155371874,0.09387025814599763
2,W. Kannemann,Grêmio,Grêmio,LCB,LCB,4,33,1000000,,10,934,Argentina,"Argentina, Italy",left,183,75,no,8.32,4.15545,2.238,0.11,4.79,2.133472,11.520256,5.333504,14.290041,0.64,0.3225,0.11,3.522365999999999,RS,Testing,2024,0.7898481151110637,0.7675148215888798,0.7810082701684681
3,Danilo Boza,Juventude,Juventude,RCB,RCB,4,25,700000,2025-12-31,13,1212,Brazil,Brazil,right,184,76,no,6.61,3.413504000000001,2.44858,0.59,5.4,0.88967,17.970789,3.5673,28.222641,0.9664920000000001,0.296,0.97,2.749645,RS,Testing,2024,0.5185903452346756,0.5415474046889335,0.5316527899158908
4,Pedro Geromel,Grêmio,Grêmio,RCB,RCB,4,38,300000,,8,719,Brazil,"Brazil, Italy",right,190,84,no,6.72,2.432136,2.577329999999999,0.72,6.0,1.858031,15.312234,5.005,22.461824,0.286681,0.29,0.0,3.287790000000001,RS,Testing,2024,0.6458152052457484,0.6324684209592466,0.6410516522260036
5,Zé Marcos,Juventude,Juventude,LCB,LCB,4,26,300000,,13,1224,Brazil,Brazil,left,188,77,no,7.94,3.603873,3.969846,0.29,6.19,2.8675,14.040596,4.70652,22.501205,1.175121,0.146674,1.4,3.235582,RS,Testing,2024,0.8029928335751102,0.8803848266929877,0.844203906169843
6,G. Mercado,Internacional,Internacional,"LCB, RCB",LCB,4,37,250000,,9,689,Argentina,"Argentina, Spain",right,181,85,no,6.56,3.016089,1.5744,0.66,7.86,4.2,20.862054,8.003572,38.437817,0.26,0.0,1.97,8.924579999999999,RS,Testing,2024,0.8770643239782232,0.9287907621708749,0.9056256083741485
7,Denílson,Caxias,Caxias,"RCB, LCB",RCB,4,28,200000,,6,542,Brazil,Brazil,right,187,77,no,4.58,2.587698,2.388,0.2,3.9,1.392262,7.56639,2.986284,10.75299,0.4,0.0,0.4,1.395,RS,Testing,2024,0.0,0.0,0.0
8,Marcão,Novo Hamburgo,Novo Hamburgo,"RCB, CB",RCB,4,28,150000,,10,974,Brazil,Brazil,right,193,82,no,6.11,1.528785,2.34,0.92,6.26,2.848716,8.144,3.155753,12.72297,0.408,0.1,0.1,2.339276,RS,Testing,2024,0.1640213622092873,0.2239977431639361,0.1945892785415924
9,Alisson,Caxias,Caxias,RCB,RCB,4,30,150000,,8,660,Brazil,Brazil,right,186,91,no,9.79,4.735809000000001,4.578015,0.79,8.35,2.525390999999999,11.995404,5.213763,19.42416,0.156651,0.0,0.16,2.528,RS,Testing,2024,1.0,0.9940415437137575,0.9999999999999999
