Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Ações_Defensivas_BemSucedidas,Duelos_Defensivos_Ganhos,Duelos_Aéreos_Ganhos,Finalizações_Bloqueadas,Interceptações_Ajustadas_a_Posse,Passes_Longos_Certos,Passes_Frontais_Certos,Passes_Progressivos_Certos,Passes_Laterais_Certos,Duelos_Ofensivos_Ganhos,Dribles_BemSucedidos,Corridas_Progressivas,Passes_TerçoFinal_Certos,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
10,Samuel,EC São José,EC São José,"RCB, RB, RWB",RCB,4,24,100000,2026-06-30,8,517,Brazil,Brazil,right,177,0,no,11.66,6.44088,1.217257,0.17,6.0,2.6088,7.134754,4.526294,8.180031999999999,1.392976,0.35,0.7,3.30876,RS,Testing,2024,0.7935814718737464,0.9096834047295226,0.854177227135931
11,Fredson,EC São José,EC São José,"CB, RCB",CB,4,32,100000,,11,998,Brazil,Brazil,right,185,83,no,7.21,2.43588,3.246264,0.72,7.35,2.524076,7.848786,2.975476,14.158626,0.089991,0.09,0.63,2.164916,RS,Testing,2024,0.3162934418663757,0.4147313805306043,0.3666046099699103
12,Zé Pedro,Brasil de Pelotas,Brasil de Pelotas,RCB,RCB,4,24,50000,,11,1067,Brazil,Brazil,right,194,85,no,7.59,3.798246,1.0125,0.93,4.16,3.79728,8.012475,4.974972,14.506008,0.08375,0.08,0.51,2.783998,RS,Testing,2024,0.5655990356274427,0.5101998884008891,0.5395067757839861
13,Islan,Novo Hamburgo,Novo Hamburgo,LCB,LCB,4,27,0,,6,518,Brazil,Brazil,,0,0,no,7.75,1.662316,4.607235,0.18,8.53,1.476519,8.115408,1.845,14.939715,0.737106,0.185,1.11,0.7360000000000001,RS,Testing,2024,0.392639371424738,0.4610765888606123,0.428133487477581
14,Jefferson,Santa Cruz RS,Santa Cruz RS,RCB,RCB,4,22,0,,8,718,Brazil,Brazil,,0,0,no,8.02,3.635015999999999,2.882388,0.88,5.44,3.009306,10.406914,4.766033999999999,12.789632,0.126,0.125,1.0,3.006416,RS,Testing,2024,0.6588487265902903,0.6677285525113235,0.6652706325420682
15,Vitor Dadalt,Avenida,Avenida,LCB,LCB,4,27,0,,10,932,Brazil,Brazil,right,192,0,no,7.15,2.317666,3.38124,0.77,7.04,2.511036,11.584152,3.280164,19.316851,0.483372,0.386686,1.55,2.124375,RS,Testing,2024,0.5392276975642931,0.5860019315346132,0.5642959810171496
16,Bruno Jesus,São Luiz,São Luiz,"LCB, RCB",LCB,4,26,0,,9,853,Brazil,"Brazil, Poland",right,191,76,no,8.02,3.48,2.74455,0.21,5.84,2.531152,9.18096,4.009096,14.98739,0.422836,0.32,1.27,3.06032,RS,Testing,2024,0.6376287909076175,0.6493367773860861,0.6454055946581853
17,Willian Gomes,Ypiranga Erechim,Ypiranga Erechim,"LCB, LB",LCB,4,34,0,,8,655,Brazil,"Brazil, Equatorial Guinea",left,183,0,no,5.63,2.19989,1.373643,0.0,5.71,4.945428,14.016778,7.558031,16.899132,0.548544,0.55,1.51,6.046042,RS,Testing,2024,0.709930405811102,0.7496036869610991,0.7319476855301243
18,Heitor,Ypiranga Erechim,Ypiranga Erechim,RCB,RCB,4,34,0,,9,850,Brazil,Brazil,right,190,78,no,6.56,3.070440000000001,3.2798,0.85,5.47,3.918594000000001,13.450458,6.562948,19.484208,0.106656,0.0,0.95,4.66125,RS,Testing,2024,0.7082954179359799,0.7205505458207886,0.7165577709557879
19,Rafael Goiano,Avenida,Avenida,RCB,RCB,4,34,0,,10,1010,Brazil,Brazil,right,188,84,no,5.88,2.584044,1.068518,0.36,4.91,3.296634,13.36928,6.148129,17.109,0.4444800000000001,0.18,1.34,4.18608,RS,Testing,2024,0.5658576775209514,0.5496832203805113,0.5594371398219963
20,Thiago Sales,Santa Cruz RS,Santa Cruz RS,"LCB, LB",LCB,4,36,0,,11,1063,Brazil,Brazil,right,190,78,no,8.55,3.728277,2.287971,0.93,6.02,3.301293,14.13619,7.112,18.204492,0.422685,0.17,2.29,5.25168,RS,Testing,2024,0.873618168919309,0.9362884441440127,0.9076574250767624
21,Felipe Santiago,Novo Hamburgo,Novo Hamburgo,"LCB, RCB",LCB,4,21,0,,7,563,Brazil,Brazil,unknown,0,0,no,9.3,3.7575,3.04017,0.54,7.75,2.328146,6.977927999999999,2.8608,9.30372,0.715,0.0,0.72,1.7875,RS,Testing,2024,0.6735331692245503,0.7409793582371982,0.7093696377194436
22,Itambé,EC São José,EC São José,"LCB, LB, LWB",LCB,4,23,0,2024-05-31,10,890,Brazil,Brazil,,0,0,no,6.98,2.73052,2.121984,0.1,6.06,1.517247,10.217324,6.271760999999999,6.172512,0.8099190000000001,0.304306,2.43,4.755701999999999,RS,Testing,2024,0.7691594554488068,0.744248272826729,0.758964994007559
23,Jadson,EC São José,EC São José,LCB,LCB,4,31,0,,10,850,Brazil,Brazil,left,186,78,no,9.11,4.657072,2.433795,0.64,5.94,2.649208,12.0675,5.71454,6.985364999999999,0.95292,0.4266880000000001,1.8,4.129878,RS,Testing,2024,0.9451700311299327,1.0,0.9754912264802641
24,Tiago Pedra,EC São José,EC São José,"RCB, CB",RCB,4,34,0,,10,874,Brazil,Brazil,right,180,78,no,7.72,3.912572,2.675214,0.72,5.08,3.502206,8.955784999999999,4.118291999999999,14.618178,0.92645,0.206677,1.44,3.296,RS,Testing,2024,0.706326854676526,0.663765621414399,0.6870932455796418
25,Bruno Gabriel,Brasil de Pelotas,Brasil de Pelotas,LCB,LCB,4,26,0,,11,898,Brazil,Brazil,,190,0,no,8.62,3.507213000000001,1.603089,0.9,5.66,2.604331,9.819656000000002,4.211425999999999,11.527582,0.7000500000000001,0.20001,0.5,1.904238,RS,Testing,2024,0.650821093837602,0.6192686826807332,0.6369424852367345
26,Saulo,Guarany de Bagé,Guarany de Bagé,"LCB, LB",LCB,4,28,0,,11,1073,Brazil,Brazil,right,190,84,no,7.47,2.768085,1.1725,0.5,5.11,2.93828,6.54283,3.27,11.747624,0.335,0.085,0.5,1.34186,RS,Testing,2024,0.2532024961005798,0.2737300121864019,0.2642535256841279
27,Micael,Guarany de Bagé,Guarany de Bagé,RCB,RCB,4,37,0,,11,1053,Brazil,Brazil,right,190,80,no,9.66,3.675189,2.136768,0.77,6.68,2.651564,6.7487,3.163984,11.027763,0.4292010000000001,0.172,0.43,1.882688,RS,Testing,2024,0.664644672891824,0.6740521642625867,0.6713485189787897
28,Robert Renan,Internacional,Internacional,"LCB, LB",LCB,4,20,0,,12,906,Brazil,Brazil,left,186,78,yes,5.74,2.97689,0.7732260000000001,0.11,5.37,2.314424,18.4201,7.503108,34.518616,0.442364,0.22,3.75,9.484543,RS,Testing,2024,0.8230143344271994,0.8390814902247274,0.8335311919110742
29,Cézar,Caxias,Caxias,LCB,LCB,4,24,0,,14,1312,Brazil,Brazil,,188,79,no,8.99,4.489869000000001,4.26964,0.66,6.85,1.61889,8.908320000000002,2.796984,13.9932,0.588,0.146674,0.22,2.210042,RS,Testing,2024,0.7029789866073384,0.7173068818978159,0.7122649339892763
30,Ricardo Thalheimer,São Luiz,São Luiz,RCB,RCB,4,31,0,,12,1169,Brazil,Brazil,right,184,84,no,7.78,3.389375,2.000808,0.46,5.49,3.154476,11.625594,5.5425,14.934738,0.923409,0.46,2.0,4.235,RS,Testing,2024,0.860830843798331,0.8386940661246527,0.8523016560415997
0,Murilo,Palmeiras,Palmeiras,"LCB, CB",LCB,4,27,8500000,2027-12-31,13,1201,Brazil,Brazil,right,188,78,no,8.24,3.74976,2.1,0.15,7.7,2.47237,15.587364,5.092398999999999,23.60085,0.45003,0.148,1.05,5.245944000000001,SP,Testing,2024,0.7463878372173884,0.7302450691284709,0.7383164531729296
1,Léo Ortiz,Red Bull Bragantino,Red Bull Bragantino,"LCB, RCB, CB",LCB,4,28,6000000,2026-12-31,8,662,Brazil,Brazil,right,185,82,no,7.75,2.313051,2.852337,0.82,9.42,8.289672,18.356181,11.830111,27.459696,0.816855,0.273306,1.5,9.649376,SP,Testing,2024,0.9227913993146777,0.9216846113794129,0.9222380053470451
2,F. Torres,Corinthians,Corinthians,RCB,RCB,4,27,6000000,2025-06-30,11,1118,Ecuador,Ecuador,right,187,78,no,8.37,4.022556999999999,3.30084,0.08,7.19,2.253125,16.748496,6.275917999999999,25.602852,0.405,0.160008,0.56,5.718297,SP,Testing,2024,0.8095022626050308,0.8307521579544717,0.8201272102797511
3,Luan Cândido,Red Bull Bragantino,Red Bull Bragantino,LCB,LCB,4,23,6000000,2026-12-31,9,753,Brazil,Brazil,left,184,76,no,10.76,4.185798000000001,2.98706,0.6,11.12,2.51,10.401875,4.425549999999999,19.72464,0.835625,0.479976,0.96,4.066636,SP,Testing,2024,0.8901191371878316,0.9002053793280321,0.8951622582579317
4,Diego Costa,São Paulo,São Paulo,"LCB, RCB",LCB,4,24,4000000,2028-12-31,10,845,Brazil,Brazil,right,184,73,no,8.2,3.620181,2.235,0.53,6.82,3.302696,13.632,4.36865,31.311581,0.42855,0.43,1.28,4.578724999999999,SP,Testing,2024,0.6884923312810467,0.6781767233678759,0.6833345273244613
5,A. Franco,São Paulo,São Paulo,LCB,LCB,4,27,3000000,2025-12-31,6,527,Argentina,Argentina,right,183,77,no,4.61,2.04711,2.7328,0.34,4.84,2.223,19.640295,4.782976000000001,31.766748,0.342,0.0,0.85,4.955349,SP,Testing,2024,0.448217154399174,0.4379924830058362,0.4431048187025051
6,Lucas Cunha,Red Bull Bragantino,Red Bull Bragantino,"RCB, CB",RCB,4,27,2500000,2026-12-31,9,801,Brazil,"Brazil, Portugal",right,186,77,no,6.74,3.03336,2.919046,0.56,6.32,3.706697,11.685817,6.51465,21.233886,0.448844,0.11,0.45,4.83413,SP,Testing,2024,0.6366927071450097,0.5715235058341179,0.6041081064895637
7,Luan,Palmeiras,Palmeiras,"CB, RCB",CB,4,30,2500000,2025-12-31,13,1294,Brazil,Brazil,right,189,79,no,7.72,3.26976,1.8784,0.21,7.14,3.82592,13.562136,6.118574,26.56476,0.139986,0.0,0.42,4.45248,SP,Testing,2024,0.6201680552445303,0.6317281995495796,0.6259481273970549
8,R. Arboleda,São Paulo,São Paulo,"RCB, CB",RCB,4,32,1800000,2027-12-31,9,889,Ecuador,Ecuador,right,187,83,no,5.47,2.532915,2.735,0.3,4.6,2.32875,18.123053,4.254072,27.437634,1.115,0.0,0.71,3.339224999999999,SP,Testing,2024,0.4275460226265196,0.3668796726874879,0.3972128476570037
9,N. Ferraresi,São Paulo,São Paulo,"RCB, LCB",RCB,4,25,1500000,,6,569,Venezuela,"Venezuela, Italy",right,190,80,no,8.22,3.795916,1.740699,0.0,5.85,2.371059,16.29299,7.115003000000001,25.78419,1.425837,0.635,1.11,5.533112,SP,Testing,2024,0.8961387128428657,0.8449037847568627,0.8705212487998641
10,Léo Santos,Guarani,Guarani,RCB,RCB,4,25,1200000,,12,1221,Brazil,Brazil,right,186,80,no,8.11,2.5053,1.98911,0.52,6.53,3.021846,11.71863,3.9825,17.02407,1.471736,0.589113,0.81,2.728632,SP,Testing,2024,0.5259038256185542,0.4575085572005222,0.4917061914095382
11,Marcos Rocha,Palmeiras,Palmeiras,"RCB, RWB, RB",RCB,4,35,1200000,,13,1068,Brazil,Brazil,right,176,68,no,8.34,4.887293,0.168872,0.25,5.52,3.962486,14.4963,8.762229999999999,18.789627,1.685,1.2632,1.1,5.224571999999999,SP,Testing,2024,0.8375965613062142,0.8409877245098816,0.8392921429080478
12,Walce,Santo André,Santo André,"RCB, LCB",RCB,4,25,1000000,,6,501,Brazil,Brazil,right,188,79,no,8.98,3.233847,2.873241,0.72,7.69,5.030824,12.57472,5.927435999999999,20.482048,0.54,0.360018,0.9,2.875366,SP,Testing,2024,0.7300024617995433,0.739276539551848,0.7346395006756956
13,L. Realpe,Red Bull Bragantino,Red Bull Bragantino,"LCB, RCB",LCB,4,23,1000000,2026-12-31,7,502,Ecuador,Ecuador,right,186,74,no,8.43,4.478661,2.6875,0.36,6.3,2.869154,13.9875,5.017608,19.901398,0.7142499999999999,0.54,1.43,5.021154,SP,Testing,2024,0.8178031424934828,0.7363632859256516,0.7770832142095672
14,Gil,Santos,Santos,"RCB, LCB",RCB,4,36,1000000,,15,1488,Brazil,Brazil,right,192,87,no,6.65,3.142467,2.057925,0.54,4.88,1.8125,11.31154,3.2683,19.536848,0.302923,0.12,0.18,1.394472,SP,Testing,2024,0.2549255844105494,0.2590318795332436,0.2569787319718965
15,Luiz Otávio,Mirassol,Mirassol,LCB,LCB,4,31,900000,,12,1141,Brazil,Brazil,right,194,85,no,6.31,2.291,3.156482,0.32,5.81,4.33836,17.586176,7.178175000000001,29.738304,0.315,0.24,0.79,4.495875,SP,Testing,2024,0.6116624908855897,0.5735074752675261,0.5925849830765578
16,Bernardo Schappo,Botafogo SP,Botafogo SP,LCB,LCB,4,24,750000,2026-12-31,12,1204,Brazil,"Brazil, Luxembourg",left,191,85,yes,8.45,3.287268,4.486244,0.37,6.31,2.841406,14.652339,5.530058999999999,12.784824,0.822676,0.445692,0.6,3.659645,SP,Testing,2024,0.6983810926048584,0.6622692840262233,0.6803251883155408
17,Rafael Forster,São Bernardo FC,São Bernardo FC,"LCB, CB",LCB,4,33,700000,,8,649,Brazil,Brazil,left,184,75,no,8.32,3.33,1.664223,0.69,5.67,4.436903999999999,21.914343,9.15,16.917525,0.695,0.553361,1.39,7.488363,SP,Testing,2024,0.8927444919168261,0.8525200027836124,0.8726322473502192
18,Joaquim,Santos,Santos,"LCB, RCB",LCB,4,25,700000,2026-12-31,14,1342,Brazil,Brazil,right,190,82,no,6.64,2.550088,5.299970000000001,0.4,5.83,3.42,11.200323,5.228728,16.767261,0.872137,0.4690000000000001,0.67,3.082321,SP,Testing,2024,0.4212339664675366,0.4390255262001323,0.4301297463338344
19,L. Haquín,Ponte Preta,Ponte Preta,"CB, RCB",CB,4,26,475000,,6,596,Bolivia,Bolivia,right,190,76,no,7.1,2.868372,1.510533,0.45,4.7,2.718,7.400562,2.418522,10.717615,0.152,0.15,0.15,0.905,SP,Testing,2024,0.09091044237338142,0.09617843067200539,0.0935444365226934
20,Chico,Grêmio Novorizontino,Grêmio Novorizontino,LCB,LCB,4,25,400000,2024-12-31,13,1221,Brazil,Brazil,left,188,80,yes,9.07,4.351984,1.472823,0.37,5.58,3.242322,13.710942,6.04624,11.280038,0.882,0.371436,0.96,3.38772,SP,Testing,2024,0.709823070545123,0.6896806625653858,0.6997518665552543
21,Fábio Sanches,Botafogo SP,Botafogo SP,"CB, RCB",CB,4,33,300000,,7,533,Brazil,Brazil,right,186,85,no,6.25,1.85625,0.676599,0.34,5.07,1.855249,7.594989999999999,2.02847,16.551128,0.34,0.0,0.0,0.505,SP,Testing,2024,0.0,0.0,0.0
22,Lucas Gazal,Mirassol,Mirassol,RCB,RCB,4,24,300000,2025-12-31,12,1177,Brazil,Brazil,right,187,86,yes,5.43,1.832796,1.991074,0.31,5.23,2.444991,14.450422,7.108473,30.971122,0.0775,0.0,3.21,4.970569999999999,SP,Testing,2024,0.5640922557051302,0.5079302199052611,0.5360112378051956
23,Nilson Júnior,Ponte Preta,Ponte Preta,LCB,LCB,4,32,250000,2024-06-30,7,553,Brazil,Brazil,left,190,73,no,9.93,4.881688,1.463462,0.33,5.09,3.9067,7.65222,3.74187,5.529246,1.137435,0.49,0.0,0.4875,SP,Testing,2024,0.5462800809048594,0.5670940556927714,0.5566870682988153
24,Y. Quintana,Portuguesa,Portuguesa,"RCB, CB",RCB,4,27,250000,,12,1107,Uruguay,Uruguay,right,196,92,no,7.97,3.417468,3.90438,0.24,5.47,2.19492,11.140561,4.712565000000001,12.03048,1.0556,0.24375,0.73,3.008082,SP,Testing,2024,0.5269403358275919,0.5139684895453629,0.5204544126864774
25,Renato Palm,Grêmio Novorizontino,Grêmio Novorizontino,"CB, RCB",CB,4,32,250000,2024-04-30,10,826,Brazil,Brazil,right,190,89,no,9.15,3.924804,3.161,0.76,6.03,2.50305,9.14991,5.8838,17.436951,0.0,0.0,0.11,3.049904,SP,Testing,2024,0.7157135963473895,0.6366877136503026,0.676200654998846
26,Lucas Dias,Botafogo SP,Botafogo SP,"CB, RCB",CB,4,28,200000,2024-12-05,12,1085,Brazil,Brazil,right,191,82,no,8.63,2.657573999999999,1.411,0.75,7.01,2.735935,8.627578999999999,2.90625,11.860074,0.413595,0.083325,0.17,2.487485,SP,Testing,2024,0.3247534569193206,0.3180558913915497,0.3214046741554351
27,Rayan,Guarani,Guarani,"LCB, CB",LCB,4,34,150000,,11,1104,Brazil,Brazil,left,185,75,no,6.52,1.791396,2.688,0.65,5.98,2.610041,11.49336,3.588392,18.262608,0.8167320000000001,0.08,0.24,2.039052,SP,Testing,2024,0.2635020848726923,0.2538999719947007,0.2587010284336965
28,Wálber,Água Santa,Água Santa,"RCB, LCB",RCB,4,26,150000,2024-12-31,10,997,Brazil,Brazil,right,186,80,no,7.31,2.797092,1.53643,0.54,6.26,2.889951,9.83681,5.684437,21.578385,0.540027,0.180009,1.53,2.800382,SP,Testing,2024,0.4435302939861374,0.4001615373102095,0.4218459156481734
29,Mateus Silva,Ponte Preta,Ponte Preta,"RCB, LCB, CB",RCB,4,28,150000,,7,680,Brazil,Brazil,right,192,92,no,7.81,1.982688,1.849368,0.4,6.15,2.513076,10.326108,4.10265,13.098144,0.264,0.13,0.13,2.514201,SP,Testing,2024,0.311729423076665,0.276103771042008,0.2939165970593364
30,João Vialle,Ituano,Ituano,"RCB, LCB",RCB,4,21,150000,2024-12-31,11,830,Brazil,Brazil,right,184,81,no,9.49,3.40474,1.459367,0.73,7.42,1.823632,9.606917000000001,2.917992,16.41941,0.24293,0.122,0.73,1.337259,SP,Testing,2024,0.4992900566790294,0.4656997887103463,0.4824949226946878
31,Pedro Carrerette,São Bernardo FC,São Bernardo FC,"LCB, RCB",LCB,4,25,100000,,7,655,Brazil,Brazil,right,188,88,no,7.58,3.033922,1.325,0.76,4.78,2.654015,11.17695,5.303999999999999,10.993419,1.134,0.19,1.14,4.544554,SP,Testing,2024,0.5182119704509114,0.4950420264621223,0.5066269984565168
32,Jhonnathan,Água Santa,Água Santa,LCB,LCB,4,23,100000,2026-04-30,7,648,Brazil,Brazil,left,186,84,yes,8.47,3.614797,1.389432,1.11,7.34,3.1924,12.501468,4.581468,29.99759,0.42,0.42,0.69,1.945684,SP,Testing,2024,0.6229581013078989,0.6017452355135975,0.6123516684107482
33,Luiz Gustavo,Santo André,Santo André,LCB,LCB,4,30,50000,,6,550,Brazil,Brazil,right,182,67,no,9.16,3.1059,2.61545,0.49,7.66,3.111512,9.328995,4.418534999999999,18.488418,1.472241,0.49,0.0,1.796585,SP,Testing,2024,0.6033400239460605,0.5732781468961448,0.5883090854211026
34,Afonso,Santo André,Santo André,"RCB, LCB, CB",RCB,4,30,50000,2024-05-31,10,915,Brazil,Brazil,right,186,89,no,7.57,2.850540000000001,1.673856,0.39,5.54,1.673112,6.587562,2.066724,13.177666,0.394266,0.20001,0.1,0.884338,SP,Testing,2024,0.1480866317034152,0.1449897017987213,0.1465381667510683
35,Alan Santos,São Bernardo FC,São Bernardo FC,CB,CB,4,32,50000,,10,808,Brazil,Brazil,right,184,78,no,9.96,4.644465,1.698,0.91,6.14,3.279996,8.718191999999998,4.644333,20.943481,0.6784049999999999,0.23,0.91,3.16824,SP,Testing,2024,0.7103398005473447,0.6952293191830101,0.7027845598651774
36,Marcel Scalese,Ituano,Ituano,LCB,LCB,4,27,50000,2024-04-15,8,617,Brazil,Brazil,left,190,83,no,8.2,4.27056,1.70625,0.51,5.23,3.417442,17.93094,7.513310000000001,22.368696,0.51,0.17,1.37,4.270424,SP,Testing,2024,0.7460871804749369,0.7480552412682813,0.7470712108716091
37,Caetano,Corinthians,Corinthians,"LCB, LB",LCB,4,24,0,2024-12-31,9,733,Brazil,Brazil,left,182,80,no,8.84,3.313125,0.737106,0.61,7.64,3.439155,14.369102,6.50993,22.099797,0.245702,0.125,0.25,5.405616,SP,Testing,2024,0.7316262127569566,0.7113270308551874,0.721476621806072
38,Hélder Maciel,São Bernardo FC,São Bernardo FC,RCB,RCB,4,33,0,2025-04-10,11,1058,Brazil,Brazil,right,188,82,no,9.53,3.796008,2.56116,0.31,6.55,1.638624,12.404124,4.713125,14.862049,2.258564,0.3074999999999999,1.44,2.871792000000001,SP,Testing,2024,0.6943383530400975,0.6710420700005606,0.682690211520329
39,Castro,Ponte Preta,Ponte Preta,"RCB, LCB",RCB,4,29,0,,12,1001,Brazil,Brazil,,0,0,no,8.54,3.240162,2.07,0.63,5.68,2.246013,7.103972,3.054513,9.62065,0.450009,0.180009,0.36,1.710072,SP,Testing,2024,0.2852969394615077,0.2874996099180704,0.2863982746897891
40,Diego Jussani,Inter de Limeira,Inter de Limeira,RCB,RCB,4,36,0,,12,1143,Brazil,Brazil,right,189,85,no,9.57,3.332034999999999,2.64892,0.43,6.56,3.164248,10.68384,4.868703,20.255262,0.172,0.09,0.43,2.476188,SP,Testing,2024,0.691642273042455,0.618935416497951,0.655288844770203
41,Maurício,Inter de Limeira,Inter de Limeira,LCB,LCB,4,32,0,2024-09-30,11,1039,Brazil,Brazil,left,185,80,no,6.35,3.223552,1.519905,0.28,3.94,3.509067,14.035832,5.783778,20.577086,0.19,0.095,0.57,3.603852,SP,Testing,2024,0.4354200498077159,0.4431698576621462,0.439294953734931
42,Vitão,Ituano,Ituano,"LCB, CB, RCB",LCB,4,23,0,2024-06-30,6,556,Brazil,Brazil,right,194,81,yes,13.76,5.015819,2.754,0.65,9.3,3.884113999999999,13.114074,5.340854999999999,18.780933,0.808398,0.325,0.32,4.529949,SP,Testing,2024,1.0,1.0,1.0
43,Patrick,Portuguesa,Portuguesa,LCB,LCB,4,24,0,,11,1098,Brazil,Brazil,,0,0,no,7.13,2.620492,3.194395,1.07,5.55,1.556256,10.817658,2.788164,13.280669,1.556766,0.653366,0.66,2.046069,SP,Testing,2024,0.2645482410242651,0.2694312597195791,0.2669897503719221
44,Robson,Portuguesa,Portuguesa,CB,CB,4,30,0,2024-11-30,7,614,Brazil,Brazil,right,185,85,no,8.21,2.49326,2.344509,0.15,6.13,2.48911,8.06138,1.6115,13.636077,0.0,0.0,0.0,1.170953,SP,Testing,2024,0.2548775482941619,0.1884813755666733,0.2216794619304176
45,Luis Fellipe,Grêmio Novorizontino,Grêmio Novorizontino,RCB,RCB,4,20,0,,9,825,Brazil,Brazil,right,192,74,no,8.18,3.926442,2.507109,0.22,5.16,2.289534,12.218658,6.221145,14.06874,0.983066,0.762244,0.44,4.469465,SP,Testing,2024,0.6500049807192168,0.6917035998685903,0.6708542902939034
